Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,segment
189,50,Male,Hoodie,Clothing,53,M,Pink,Spring,3.1,Yes,Credit Card,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly,1
190,36,Male,Blouse,Clothing,82,M,Maroon,Fall,4.4,Yes,Venmo,Next Day Air,Yes,Yes,4,Credit Card,Weekly,1
191,65,Male,Coat,Outerwear,70,XL,Beige,Fall,3.0,Yes,Venmo,Free Shipping,Yes,Yes,48,Venmo,Quarterly,1
192,64,Male,Hat,Accessories,76,M,Gray,Fall,3.9,Yes,Credit Card,Free Shipping,Yes,Yes,29,Cash,Every 3 Months,1
193,46,Male,Shoes,Footwear,29,L,Turquoise,Summer,2.9,Yes,Venmo,Express,Yes,Yes,12,PayPal,Bi-Weekly,0
194,36,Male,Belt,Accessories,100,S,Silver,Fall,3.0,Yes,PayPal,Standard,Yes,Yes,29,Venmo,Annually,1
195,51,Male,Backpack,Accessories,94,M,Olive,Spring,3.1,Yes,Venmo,Express,Yes,Yes,15,Debit Card,Quarterly,1
196,51,Male,Jacket,Outerwear,25,M,Magenta,Fall,4.3,Yes,Credit Card,Free Shipping,Yes,Yes,34,Credit Card,Monthly,1
197,38,Male,Boots,Footwear,88,M,Lavender,Summer,3.9,Yes,Cash,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly,0
198,59,Male,Scarf,Accessories,78,M,Black,Fall,3.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly,1
199,57,Male,Jewelry,Accessories,45,M,Turquoise,Winter,4.8,Yes,Cash,Standard,Yes,Yes,39,Credit Card,Fortnightly,1
200,54,Male,Hat,Accessories,73,XL,Green,Summer,3.8,Yes,Debit Card,Express,Yes,Yes,32,Cash,Weekly,1
201,25,Male,Dress,Clothing,61,S,Teal,Summer,3.3,Yes,PayPal,Next Day Air,Yes,Yes,29,Venmo,Monthly,1
202,69,Male,Blouse,Clothing,22,S,Beige,Fall,4.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,15,Bank Transfer,Annually,1
203,57,Male,Hat,Accessories,38,L,Magenta,Spring,2.7,Yes,Bank Transfer,Express,Yes,Yes,33,Venmo,Annually,1
204,70,Male,Scarf,Accessories,38,S,Yellow,Fall,3.2,Yes,PayPal,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly,1
205,24,Male,Sneakers,Footwear,100,M,Yellow,Fall,4.0,Yes,PayPal,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly,0
206,67,Male,Shirt,Clothing,64,M,Silver,Winter,3.0,Yes,Bank Transfer,Standard,Yes,Yes,25,PayPal,Weekly,1
207,24,Male,T-shirt,Clothing,55,L,Silver,Summer,4.2,Yes,Venmo,Free Shipping,Yes,Yes,6,Venmo,Fortnightly,1
208,62,Male,Gloves,Accessories,91,M,Silver,Summer,2.9,Yes,Venmo,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,1
209,57,Male,Skirt,Clothing,38,M,Gold,Spring,4.1,Yes,Cash,Store Pickup,Yes,Yes,17,Credit Card,Monthly,1
210,55,Male,Sandals,Footwear,97,S,Olive,Winter,3.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,44,Cash,Every 3 Months,0
211,45,Male,Jacket,Outerwear,22,L,Teal,Fall,3.0,Yes,Venmo,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly,1
212,69,Male,Skirt,Clothing,92,L,Maroon,Fall,4.2,Yes,Venmo,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly,1
213,67,Male,Handbag,Accessories,84,L,Blue,Fall,4.2,Yes,Venmo,Express,Yes,Yes,7,Debit Card,Annually,1
214,30,Male,Handbag,Accessories,93,L,Peach,Fall,4.4,Yes,Cash,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months,1
215,24,Male,Jacket,Outerwear,50,L,Blue,Summer,4.2,Yes,Cash,Next Day Air,Yes,Yes,41,Cash,Every 3 Months,1
216,62,Male,Scarf,Accessories,64,S,Orange,Spring,2.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly,1
217,43,Male,Shorts,Clothing,61,L,Yellow,Spring,3.7,Yes,Cash,Free Shipping,Yes,Yes,21,Venmo,Weekly,1
218,35,Male,Sunglasses,Accessories,48,M,Purple,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,24,Bank Transfer,Annually,1
219,28,Male,T-shirt,Clothing,45,S,Magenta,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,8,Credit Card,Quarterly,1
220,32,Male,Belt,Accessories,88,M,Cyan,Spring,3.0,Yes,Venmo,Free Shipping,Yes,Yes,12,Cash,Fortnightly,1
221,39,Male,Sneakers,Footwear,57,S,Indigo,Spring,3.7,Yes,Debit Card,Express,Yes,Yes,48,Debit Card,Fortnightly,0
222,28,Male,Hat,Accessories,68,XL,Magenta,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly,1
223,47,Male,Gloves,Accessories,94,XL,Gray,Spring,4.5,Yes,Venmo,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly,1
224,20,Male,Pants,Clothing,41,M,Turquoise,Spring,4.8,Yes,Venmo,Free Shipping,Yes,Yes,34,PayPal,Annually,1
225,63,Male,Socks,Clothing,83,S,Beige,Summer,2.9,Yes,PayPal,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,1
226,25,Male,Jacket,Outerwear,22,M,Olive,Spring,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,11,Bank Transfer,Annually,1
227,29,Male,Shoes,Footwear,74,L,Violet,Spring,3.3,Yes,Cash,Free Shipping,Yes,Yes,5,PayPal,Monthly,0
228,50,Male,Jeans,Clothing,90,M,Turquoise,Winter,4.2,Yes,Venmo,Standard,Yes,Yes,25,Venmo,Fortnightly,1
229,18,Male,Socks,Clothing,79,M,White,Spring,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,11,Credit Card,Annually,1
230,70,Male,Sandals,Footwear,28,S,Silver,Spring,4.6,Yes,Cash,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months,0
231,66,Male,Scarf,Accessories,88,L,Olive,Fall,4.1,Yes,Venmo,Standard,Yes,Yes,43,Credit Card,Annually,1
232,28,Male,Blouse,Clothing,26,M,Blue,Spring,3.1,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months,1
233,54,Male,Jewelry,Accessories,27,L,Purple,Winter,4.2,Yes,Bank Transfer,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly,1
234,19,Male,Sweater,Clothing,83,XL,Yellow,Fall,4.5,Yes,PayPal,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months,1
235,20,Male,Gloves,Accessories,39,S,Silver,Summer,3.7,Yes,PayPal,Next Day Air,Yes,Yes,24,Credit Card,Weekly,1
236,43,Male,Sunglasses,Accessories,89,M,Cyan,Winter,3.7,Yes,Cash,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,1
237,38,Male,Coat,Outerwear,68,L,Green,Winter,3.4,Yes,Debit Card,Next Day Air,Yes,Yes,39,PayPal,Fortnightly,1
238,50,Male,Dress,Clothing,90,M,Beige,Summer,3.0,Yes,Venmo,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly,1
239,64,Male,Skirt,Clothing,34,M,Peach,Fall,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,5,Cash,Annually,1
240,49,Male,Pants,Clothing,51,L,Yellow,Summer,2.9,Yes,PayPal,Express,Yes,Yes,47,Credit Card,Bi-Weekly,1
241,47,Male,Sweater,Clothing,45,XL,Turquoise,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly,1
242,36,Male,Hoodie,Clothing,88,M,Peach,Winter,4.1,Yes,PayPal,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly,1
243,55,Male,Coat,Outerwear,85,L,Gray,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months,1
244,25,Male,Jewelry,Accessories,100,M,Olive,Winter,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly,1
245,53,Male,Belt,Accessories,42,S,Indigo,Spring,4.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,1
246,49,Male,Sandals,Footwear,53,L,Charcoal,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,0
247,35,Male,Sunglasses,Accessories,86,XL,Beige,Spring,3.2,Yes,Credit Card,Express,Yes,Yes,20,Venmo,Bi-Weekly,1
248,29,Male,Sweater,Clothing,66,XL,Brown,Spring,4.4,Yes,Credit Card,Standard,Yes,Yes,14,Debit Card,Weekly,1
249,47,Male,Belt,Accessories,100,M,Blue,Winter,4.8,Yes,Venmo,Express,Yes,Yes,33,PayPal,Weekly,1
250,53,Male,Handbag,Accessories,47,S,Teal,Fall,4.2,Yes,Cash,Standard,Yes,Yes,18,Credit Card,Annually,1
251,33,Male,Skirt,Clothing,25,L,Black,Fall,4.0,Yes,Debit Card,Express,Yes,Yes,9,Bank Transfer,Weekly,1
252,21,Male,Handbag,Accessories,51,XL,Gold,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,34,PayPal,Annually,1
253,32,Male,Shorts,Clothing,41,M,Violet,Summer,3.9,Yes,Cash,Free Shipping,Yes,Yes,33,Venmo,Fortnightly,1
254,52,Male,Boots,Footwear,73,L,Cyan,Winter,4.9,Yes,PayPal,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly,0
255,67,Male,Sunglasses,Accessories,42,M,White,Winter,3.5,Yes,Credit Card,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly,1
256,43,Male,Scarf,Accessories,20,M,Charcoal,Spring,4.2,Yes,Debit Card,Free Shipping,Yes,Yes,25,Debit Card,Annually,1
257,58,Male,Jewelry,Accessories,30,XL,Violet,Spring,4.7,Yes,Venmo,Express,Yes,Yes,20,Credit Card,Every 3 Months,1
258,20,Male,Handbag,Accessories,53,M,Red,Summer,4.5,Yes,PayPal,Express,Yes,Yes,5,Credit Card,Quarterly,1
259,61,Male,Gloves,Accessories,74,S,Lavender,Spring,2.8,Yes,Venmo,Express,Yes,Yes,16,Cash,Quarterly,1
260,32,Male,Jeans,Clothing,57,M,Gold,Fall,2.9,Yes,Credit Card,Standard,Yes,Yes,13,Debit Card,Annually,1
261,38,Male,Hat,Accessories,57,S,Red,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months,1
262,21,Male,Jeans,Clothing,77,L,Magenta,Winter,4.9,Yes,Cash,Standard,Yes,Yes,21,Credit Card,Annually,1
263,37,Male,Pants,Clothing,40,M,Teal,Summer,3.7,Yes,Cash,Next Day Air,Yes,Yes,6,Debit Card,Annually,1
264,27,Male,Shorts,Clothing,46,M,Purple,Summer,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,29,Venmo,Monthly,1
265,36,Male,Pants,Clothing,78,S,Charcoal,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,15,Cash,Annually,1
266,32,Male,Backpack,Accessories,59,M,Gray,Spring,3.2,Yes,Venmo,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly,1
267,51,Male,Jewelry,Accessories,75,L,White,Summer,3.1,Yes,Cash,Express,Yes,Yes,32,Credit Card,Weekly,1
268,64,Male,Sweater,Clothing,54,M,Olive,Spring,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,42,Venmo,Annually,1
269,68,Male,Shoes,Footwear,42,M,Charcoal,Spring,2.6,Yes,Venmo,Store Pickup,Yes,Yes,21,Cash,Monthly,0
270,68,Male,Blouse,Clothing,44,M,Charcoal,Winter,3.3,Yes,PayPal,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly,1
271,33,Male,Jeans,Clothing,52,XL,Orange,Fall,4.6,Yes,Debit Card,Free Shipping,Yes,Yes,16,Bank Transfer,Annually,1
272,65,Male,Sunglasses,Accessories,69,XL,Yellow,Summer,4.6,Yes,Credit Card,Express,Yes,Yes,42,Credit Card,Fortnightly,1
273,48,Male,Jewelry,Accessories,26,M,Beige,Summer,4.4,Yes,PayPal,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,1
274,69,Male,Coat,Outerwear,33,S,Silver,Spring,4.2,Yes,Cash,Express,Yes,Yes,32,Debit Card,Quarterly,1
275,59,Male,Jewelry,Accessories,32,M,Indigo,Spring,3.0,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,1
276,48,Male,Backpack,Accessories,85,XL,Lavender,Winter,4.0,Yes,Debit Card,Express,Yes,Yes,13,Credit Card,Weekly,1
277,25,Male,Skirt,Clothing,30,XL,Turquoise,Fall,3.5,Yes,Debit Card,Express,Yes,Yes,11,Bank Transfer,Fortnightly,1
278,29,Male,Shirt,Clothing,29,M,Green,Winter,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly,1
279,57,Male,Sweater,Clothing,95,M,Orange,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,23,Debit Card,Annually,1
280,23,Male,Sneakers,Footwear,69,L,Turquoise,Summer,4.0,Yes,Credit Card,Standard,Yes,Yes,37,Bank Transfer,Monthly,0
281,45,Male,Sandals,Footwear,69,S,Cyan,Fall,4.2,Yes,Debit Card,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly,0
282,38,Male,Belt,Accessories,61,XL,Charcoal,Spring,2.5,Yes,Bank Transfer,Standard,Yes,Yes,22,Debit Card,Bi-Weekly,1
283,21,Male,Skirt,Clothing,94,M,Teal,Summer,3.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,9,Cash,Monthly,1
284,32,Male,Sweater,Clothing,30,S,Maroon,Fall,3.2,Yes,Debit Card,Next Day Air,Yes,Yes,16,Venmo,Annually,1
285,63,Male,Skirt,Clothing,45,M,Red,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,4,PayPal,Quarterly,1
286,29,Male,Handbag,Accessories,39,XL,Yellow,Summer,4.8,Yes,Credit Card,Express,Yes,Yes,3,Debit Card,Bi-Weekly,1
287,27,Male,Jewelry,Accessories,51,L,Gray,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,6,Debit Card,Annually,1
288,56,Male,Scarf,Accessories,37,L,Blue,Spring,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly,1
289,30,Male,T-shirt,Clothing,62,M,Lavender,Winter,3.7,Yes,Credit Card,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly,1
290,49,Male,Coat,Outerwear,85,M,Yellow,Fall,4.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly,1
291,58,Male,T-shirt,Clothing,33,M,Indigo,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,50,PayPal,Weekly,1
292,57,Male,Dress,Clothing,26,XL,Violet,Fall,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly,1
293,60,Male,Shoes,Footwear,99,M,Green,Spring,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,24,Cash,Quarterly,0
294,69,Male,Handbag,Accessories,39,M,White,Spring,2.7,Yes,PayPal,Express,Yes,Yes,33,PayPal,Annually,1
295,70,Male,Skirt,Clothing,20,M,Gold,Spring,4.6,Yes,Cash,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months,1
296,53,Male,Sunglasses,Accessories,42,M,Indigo,Winter,2.7,Yes,Venmo,Store Pickup,Yes,Yes,24,Credit Card,Quarterly,1
297,25,Male,Sandals,Footwear,74,S,Lavender,Spring,4.8,Yes,PayPal,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly,0
298,48,Male,Shoes,Footwear,26,XL,Purple,Summer,4.4,Yes,Bank Transfer,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,0
299,69,Male,T-shirt,Clothing,53,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,11,Venmo,Every 3 Months,1
300,25,Male,Sneakers,Footwear,80,M,Maroon,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,28,PayPal,Fortnightly,0
301,29,Male,Hat,Accessories,98,M,Teal,Spring,4.4,Yes,Cash,Store Pickup,Yes,Yes,24,PayPal,Weekly,1
302,46,Male,Skirt,Clothing,95,M,Green,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,25,Credit Card,Every 3 Months,1
303,37,Male,Sweater,Clothing,44,L,Olive,Summer,3.6,Yes,Venmo,Express,Yes,Yes,27,Bank Transfer,Every 3 Months,1
304,20,Male,Sandals,Footwear,60,M,Turquoise,Summer,3.3,Yes,Cash,Next Day Air,Yes,Yes,49,Venmo,Weekly,0
305,40,Male,Dress,Clothing,84,M,Green,Winter,3.4,Yes,Venmo,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,1
306,60,Male,Sweater,Clothing,59,M,Teal,Fall,3.5,Yes,Debit Card,2-Day Shipping,Yes,Yes,26,PayPal,Annually,1
307,26,Male,Jacket,Outerwear,49,S,White,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,4,Cash,Annually,1
308,29,Male,Gloves,Accessories,32,M,Orange,Winter,3.2,Yes,Cash,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months,1
309,66,Male,Handbag,Accessories,29,M,Beige,Fall,3.7,Yes,Bank Transfer,Standard,Yes,Yes,45,Venmo,Bi-Weekly,1
310,66,Male,Dress,Clothing,22,M,Yellow,Spring,4.5,Yes,Bank Transfer,Standard,Yes,Yes,21,Cash,Fortnightly,1
311,56,Male,Pants,Clothing,85,M,Charcoal,Winter,4.6,Yes,Debit Card,Standard,Yes,Yes,50,Cash,Fortnightly,1
312,69,Male,Jeans,Clothing,52,L,Silver,Winter,4.1,Yes,Debit Card,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,1
313,38,Male,Pants,Clothing,89,L,Green,Spring,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,6,PayPal,Annually,1
314,42,Male,Dress,Clothing,77,M,Pink,Spring,3.7,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months,1
315,30,Male,Pants,Clothing,24,M,Purple,Summer,3.3,Yes,PayPal,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months,1
316,66,Male,Jewelry,Accessories,24,XL,Orange,Spring,4.5,Yes,Venmo,Express,Yes,Yes,24,Debit Card,Annually,1
317,36,Male,Handbag,Accessories,22,M,Charcoal,Fall,3.3,Yes,Bank Transfer,Free Shipping,Yes,Yes,46,Venmo,Monthly,1
318,58,Male,Sweater,Clothing,82,L,Teal,Fall,4.3,Yes,Bank Transfer,Standard,Yes,Yes,42,Cash,Every 3 Months,1
319,45,Male,Backpack,Accessories,67,M,Beige,Winter,2.5,Yes,PayPal,Standard,Yes,Yes,10,Cash,Annually,1
320,47,Male,Shorts,Clothing,74,XL,White,Spring,2.6,Yes,Venmo,Standard,Yes,Yes,1,Cash,Every 3 Months,1
321,66,Male,Jewelry,Accessories,72,L,White,Summer,4.9,Yes,PayPal,Standard,Yes,Yes,28,Debit Card,Quarterly,1
322,41,Male,Sneakers,Footwear,36,L,Orange,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,0
323,41,Male,Belt,Accessories,95,S,Cyan,Winter,3.0,Yes,Credit Card,Standard,Yes,Yes,47,Credit Card,Monthly,1
324,66,Male,Hoodie,Clothing,78,M,Orange,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly,1
325,37,Male,Shirt,Clothing,82,M,Olive,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,37,Venmo,Quarterly,1
326,70,Male,Pants,Clothing,70,M,Charcoal,Winter,4.3,Yes,Debit Card,Free Shipping,Yes,Yes,38,Debit Card,Annually,1
327,62,Male,Scarf,Accessories,41,M,White,Fall,3.2,Yes,Cash,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly,1
328,61,Male,Coat,Outerwear,42,M,Teal,Summer,3.1,Yes,PayPal,Free Shipping,Yes,Yes,36,PayPal,Weekly,1
329,48,Male,Coat,Outerwear,50,M,Yellow,Fall,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,9,Credit Card,Weekly,1
330,70,Male,Socks,Clothing,31,S,White,Summer,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly,1
331,46,Male,Sweater,Clothing,51,M,Beige,Winter,3.7,Yes,Bank Transfer,Express,Yes,Yes,43,Venmo,Bi-Weekly,1
332,31,Male,Shirt,Clothing,98,L,Beige,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,46,PayPal,Quarterly,1
333,19,Male,Shirt,Clothing,86,M,Maroon,Winter,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly,1
334,39,Male,Sweater,Clothing,64,M,Teal,Winter,4.5,Yes,Cash,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly,1
335,41,Male,Blouse,Clothing,46,M,Lavender,Fall,2.6,Yes,PayPal,Next Day Air,Yes,Yes,30,Credit Card,Annually,1
336,20,Male,Sweater,Clothing,85,L,Maroon,Spring,3.7,Yes,Cash,Standard,Yes,Yes,44,Venmo,Every 3 Months,1
337,36,Male,Hat,Accessories,81,S,Orange,Fall,4.4,Yes,Debit Card,Express,Yes,Yes,16,PayPal,Annually,1
338,32,Male,Sweater,Clothing,59,M,Cyan,Winter,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually,1
339,69,Male,Hoodie,Clothing,79,M,Silver,Winter,3.5,Yes,Venmo,Express,Yes,Yes,16,Cash,Weekly,1
340,40,Male,Shorts,Clothing,33,M,Teal,Spring,3.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months,1
341,40,Male,Shorts,Clothing,47,L,Blue,Summer,3.5,Yes,Cash,Express,Yes,Yes,39,Venmo,Every 3 Months,1
342,20,Male,Hat,Accessories,20,S,Blue,Summer,4.6,Yes,Credit Card,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly,1
343,64,Male,Coat,Outerwear,36,M,Olive,Spring,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,1
344,27,Male,Sandals,Footwear,39,M,Purple,Summer,4.4,Yes,Cash,Next Day Air,Yes,Yes,26,Venmo,Monthly,0
345,24,Male,Skirt,Clothing,71,M,Charcoal,Winter,4.0,Yes,PayPal,Standard,Yes,Yes,46,Debit Card,Monthly,1
346,48,Male,Shoes,Footwear,59,S,Olive,Winter,4.4,Yes,Cash,Next Day Air,Yes,Yes,27,Bank Transfer,Annually,0
347,49,Male,Jeans,Clothing,50,L,Violet,Spring,4.7,Yes,Credit Card,Next Day Air,Yes,Yes,5,Cash,Weekly,1
348,36,Male,Sandals,Footwear,41,L,Red,Fall,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,0
349,56,Male,Blouse,Clothing,59,M,Beige,Fall,2.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,17,PayPal,Fortnightly,1
350,37,Male,Hat,Accessories,87,M,Green,Winter,3.7,Yes,Cash,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly,1
351,42,Male,Sweater,Clothing,68,M,Violet,Spring,2.6,Yes,Venmo,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly,1
352,28,Male,Skirt,Clothing,90,M,Teal,Winter,3.9,Yes,Cash,Standard,Yes,Yes,24,Debit Card,Bi-Weekly,1
353,27,Male,Jeans,Clothing,71,XL,Yellow,Fall,4.9,Yes,Venmo,Next Day Air,Yes,Yes,12,Cash,Every 3 Months,1
354,63,Male,Sneakers,Footwear,64,L,Yellow,Fall,4.1,Yes,Credit Card,Store Pickup,Yes,Yes,35,Debit Card,Monthly,0
355,58,Male,Jewelry,Accessories,76,S,Olive,Fall,3.0,Yes,PayPal,Free Shipping,Yes,Yes,42,Venmo,Weekly,1
356,37,Male,Jewelry,Accessories,42,XL,Magenta,Fall,4.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,1
357,56,Male,Pants,Clothing,80,L,Black,Spring,3.8,Yes,Debit Card,Standard,Yes,Yes,27,Cash,Weekly,1
358,18,Male,Belt,Accessories,56,M,Olive,Spring,4.0,Yes,Bank Transfer,Standard,Yes,Yes,16,Credit Card,Bi-Weekly,1
359,48,Male,Hat,Accessories,25,XL,Magenta,Summer,3.6,Yes,Debit Card,Express,Yes,Yes,36,Credit Card,Every 3 Months,1
360,31,Male,Sneakers,Footwear,74,M,Olive,Winter,3.0,Yes,Debit Card,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months,0
361,51,Male,Pants,Clothing,30,M,Teal,Summer,3.0,Yes,Bank Transfer,Standard,Yes,Yes,18,Debit Card,Fortnightly,1
362,65,Male,T-shirt,Clothing,96,M,White,Spring,2.6,Yes,Bank Transfer,Free Shipping,Yes,Yes,45,Cash,Annually,1
363,53,Male,Sneakers,Footwear,64,M,Charcoal,Fall,3.4,Yes,Cash,Free Shipping,Yes,Yes,1,Venmo,Fortnightly,0
364,55,Male,Shorts,Clothing,88,L,Yellow,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly,1
365,62,Male,Shoes,Footwear,88,L,Charcoal,Summer,3.0,Yes,Debit Card,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months,0
366,55,Male,Gloves,Accessories,88,XL,Gray,Summer,3.7,Yes,PayPal,Standard,Yes,Yes,50,PayPal,Quarterly,1
367,64,Male,Socks,Clothing,36,M,Turquoise,Spring,3.5,Yes,Bank Transfer,Store Pickup,Yes,Yes,37,Venmo,Fortnightly,1
368,52,Male,Dress,Clothing,40,XL,Cyan,Spring,2.8,Yes,Credit Card,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly,1
369,24,Male,Handbag,Accessories,39,M,Charcoal,Spring,4.5,Yes,Venmo,Standard,Yes,Yes,29,Cash,Monthly,1
370,38,Male,Belt,Accessories,40,M,Silver,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,45,PayPal,Quarterly,1
371,59,Male,Scarf,Accessories,34,M,Olive,Winter,3.4,Yes,Credit Card,Express,Yes,Yes,13,PayPal,Weekly,1
372,27,Male,Sneakers,Footwear,83,S,Pink,Winter,3.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,0
373,24,Male,Sweater,Clothing,85,L,Orange,Summer,3.7,Yes,Credit Card,Standard,Yes,Yes,7,Debit Card,Weekly,1
374,23,Male,Coat,Outerwear,27,L,White,Summer,4.6,Yes,Bank Transfer,Express,Yes,Yes,11,Venmo,Bi-Weekly,1
375,69,Male,Jewelry,Accessories,78,S,Purple,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly,1
376,59,Male,Sunglasses,Accessories,32,M,Olive,Summer,4.4,Yes,Debit Card,Standard,Yes,Yes,6,Debit Card,Quarterly,1
377,51,Male,Shoes,Footwear,51,S,Gray,Fall,4.9,Yes,PayPal,Express,Yes,Yes,2,Venmo,Bi-Weekly,0
378,63,Male,Scarf,Accessories,32,M,Silver,Spring,4.1,Yes,Debit Card,Standard,Yes,Yes,39,Credit Card,Every 3 Months,1
